UF;Nome_Mesorregião;ID_Município;Nome_Município;LONGITUDE;LATITUDE;País;População;Capital;PraçaPrincipal
MG;Norte de Minas;3154507;Riacho dos Machados;-43,044564;-15,998034;Brasil;8.886;Não;NÃO
MG;Metropolitana de Belo Horizonte;3154606;Ribeirão das Neves;-44,085824;-19,766022;Brasil;344.828;Não;NÃO
MG;Campo das Vertentes;3154705;Ribeirão Vermelho;-45,064782;-21,190414;Brasil;4.201;Não;NÃO
MG;Metropolitana de Belo Horizonte;3154804;Rio Acima;-43,790854;-20,09513;Brasil;10.626;Não;NÃO
MG;Zona da Mata;3154903;Rio Casca;-42,65223;-20,226513;Brasil;12.921;Não;NÃO
MG;Jequitinhonha;3155108;Rio do Prado;-40,571894;-16,609408;Brasil;4.679;Não;NÃO
MG;Zona da Mata;3155009;Rio Doce;-42,895681;-20,244646;Brasil;2.542;Não;NÃO
MG;Zona da Mata;3155207;Rio Espera;-43,465333;-20,85808;Brasil;5.479;Não;NÃO
MG;Metropolitana de Belo Horizonte;3155306;Rio Manso;-44,310205;-20,261682;Brasil;5.727;Não;NÃO
MG;Zona da Mata;3155405;Rio Novo;-43,128669;-21,483249;Brasil;8.689;Não;NÃO
MG;Triângulo Mineiro/Alto Paranaíba;3155504;Rio Paranaíba;-46,242753;-19,191238;Brasil;15.143;Não;NÃO
MG;Norte de Minas;3155603;Rio Pardo de Minas;-42,541232;-15,613078;Brasil;29.123;Não;NÃO
MG;Metropolitana de Belo Horizonte;3155702;Rio Piracicaba;-43,179824;-19,954941;Brasil;15.001;Não;NÃO
MG;Zona da Mata;3155801;Rio Pomba;-43,177806;-21,272191;Brasil;17.856;Não;NÃO
MG;Zona da Mata;3155900;Rio Preto;-43,829466;-22,086922;Brasil;5.240;Não;NÃO
MG;Metropolitana de Belo Horizonte;3156007;Rio Vermelho;-43,022439;-18,301111;Brasil;12.815;Não;NÃO
MG;Campo das Vertentes;3156106;Ritápolis;-44,323478;-21,023253;Brasil;5.115;Não;NÃO
MG;Zona da Mata;3156205;Rochedo de Minas;-43,022069;-21,63146;Brasil;2.363;Não;NÃO
MG;Zona da Mata;3156304;Rodeiro;-42,868676;-21,200705;Brasil;9.064;Não;NÃO
MG;Triângulo Mineiro/Alto Paranaíba;3156403;Romaria;-47,581755;-18,88348;Brasil;3.440;Não;NÃO
MG;Zona da Mata;3156452;Rosário da Limeira;-42,50606;-20,981298;Brasil;4.896;Não;NÃO
MG;Norte de Minas;3156502;Rubelita;-42,264762;-16,402966;Brasil;5.572;Não;NÃO
MG;Jequitinhonha;3156601;Rubim;-40,536941;-16,372974;Brasil;10.575;Não;NÃO
MG;Metropolitana de Belo Horizonte;3156700;Sabará;-43,825557;-19,892495;Brasil;134.286;Não;NÃO
MG;Vale do Rio Doce;3156809;Sabinópolis;-43,088204;-18,671815;Brasil;14.382;Não;NÃO
MG;Triângulo Mineiro/Alto Paranaíba;3156908;Sacramento;-47,436555;-19,863576;Brasil;27.891;Não;NÃO
MG;Norte de Minas;3157005;Salinas;-42,293506;-16,169856;Brasil;41.641;Não;NÃO
MG;Jequitinhonha;3157104;Salto da Divisa;-39,950756;-15,997571;Brasil;6.164;Não;NÃO
MG;Metropolitana de Belo Horizonte;3157203;Santa Bárbara;-43,405221;-19,965591;Brasil;31.756;Não;NÃO
MG;Vale do Rio Doce;3157252;Santa Bárbara do Leste;-42,140841;-19,975793;Brasil;8.737;Não;NÃO
MG;Zona da Mata;3157278;Santa Bárbara do Monte Verde;-43,701774;-21,957267;Brasil;3.199;Não;NÃO
MG;Campo das Vertentes;3157302;Santa Bárbara do Tugúrio;-43,558949;-21,246208;Brasil;4.262;Não;NÃO
MG;Campo das Vertentes;3157336;Santa Cruz de Minas;-44,223258;-21,119471;Brasil;8.321;Não;NÃO
MG;Norte de Minas;3157377;Santa Cruz de Salinas;-41,750355;-16,094356;Brasil;3.944;Não;NÃO
MG;Zona da Mata;3157401;Santa Cruz do Escalvado;-42,818453;-20,238277;Brasil;4.743;Não;NÃO
MG;Vale do Rio Doce;3157500;Santa Efigênia de Minas;-42,439313;-18,819838;Brasil;4.067;Não;NÃO
MG;Norte de Minas;3157609;Santa Fé de Minas;-45,413633;-16,687373;Brasil;3.551;Não;NÃO
MG;Vale do Mucuri;3157658;Santa Helena de Minas;-40,686289;-16,936308;Brasil;6.059;Não;NÃO
MG;Triângulo Mineiro/Alto Paranaíba;3157708;Santa Juliana;-47,527144;-19,311299;Brasil;16.568;Não;NÃO
MG;Metropolitana de Belo Horizonte;3157807;Santa Luzia;-43,850007;-19,767617;Brasil;229.483;Não;NÃO
MG;Zona da Mata;3157906;Santa Margarida;-42,252536;-20,377925;Brasil;16.903;Não;NÃO
MG;Metropolitana de Belo Horizonte;3158003;Santa Maria de Itabira;-43,11015;-19,459011;Brasil;10.716;Não;NÃO
MG;Jequitinhonha;3158102;Santa Maria do Salto;-40,146933;-16,247573;Brasil;4.803;Não;NÃO
MG;Vale do Rio Doce;3158201;Santa Maria do Suaçuí;-42,417802;-18,192252;Brasil;12.898;Não;NÃO
MG;Sul/Sudoeste de Minas;3159209;Santa Rita de Caldas;-46,338626;-22,026435;Brasil;8.588;Não;NÃO
MG;Zona da Mata;3159407;Santa Rita de Ibitipoca;-43,916761;-21,56123;Brasil;3.344;Não;NÃO
MG;Zona da Mata;3159308;Santa Rita de Jacutinga;-44,100442;-22,148461;Brasil;4.836;Não;NÃO
MG;Vale do Rio Doce;3159357;Santa Rita de Minas;-42,131781;-19,87521;Brasil;6.952;Não;NÃO
MG;Vale do Rio Doce;3159506;Santa Rita do Itueto;-41,379278;-19,359813;Brasil;5.973;Não;NÃO
MG;Sul/Sudoeste de Minas;3159605;Santa Rita do Sapucaí;-45,703988;-22,25333;Brasil;42.320;Não;NÃO
MG;Triângulo Mineiro/Alto Paranaíba;3159704;Santa Rosa da Serra;-45,970664;-19,532621;Brasil;3.476;Não;NÃO
MG;Triângulo Mineiro/Alto Paranaíba;3159803;Santa Vitória;-50,123465;-18,843948;Brasil;21.745;Não;NÃO
MG;Sul/Sudoeste de Minas;3158300;Santana da Vargem;-45,507121;-21,248962;Brasil;6.781;Não;NÃO
MG;Zona da Mata;3158409;Santana de Cataguases;-42,554605;-21,284028;Brasil;3.553;Não;NÃO
MG;Metropolitana de Belo Horizonte;3158508;Santana de Pirapama;-44,038103;-19,006886;Brasil;7.079;Não;NÃO
MG;Zona da Mata;3158607;Santana do Deserto;-43,172318;-21,949692;Brasil;3.819;Não;NÃO
MG;Campo das Vertentes;3158706;Santana do Garambéu;-44,110873;-21,601832;Brasil;2.175;Não;NÃO
MG;Oeste de Minas;3158805;Santana do Jacaré;-45,128049;-20,901677;Brasil;4.265;Não;NÃO
MG;Zona da Mata;3158904;Santana do Manhuaçu;-41,923497;-20,108546;Brasil;9.236;Não;NÃO
MG;Vale do Rio Doce;3158953;Santana do Paraíso;-42,552583;-19,369099;Brasil;48.286;Não;NÃO
MG;Metropolitana de Belo Horizonte;3159001;Santana do Riacho;-43,711459;-19,170092;Brasil;5.579;Não;NÃO
MG;Metropolitana de Belo Horizonte;3159100;Santana dos Montes;-43,705998;-20,789735;Brasil;3.507;Não;NÃO
MG;Oeste de Minas;3159902;Santo Antônio do Amparo;-44,918675;-20,946249;Brasil;17.651;Não;NÃO
MG;Zona da Mata;3160009;Santo Antônio do Aventureiro;-42,811637;-21,755828;Brasil;3.881;Não;NÃO
MG;Zona da Mata;3160108;Santo Antônio do Grama;-42,613899;-20,3125;Brasil;4.342;Não;NÃO
MG;Metropolitana de Belo Horizonte;3160207;Santo Antônio do Itambé;-43,303779;-18,468972;Brasil;3.979;Não;NÃO
MG;Jequitinhonha;3160306;Santo Antônio do Jacinto;-40,175337;-16,537683;Brasil;10.397;Não;NÃO
MG;Oeste de Minas;3160405;Santo Antônio do Monte;-45,293936;-20,087219;Brasil;28.358;Não;NÃO
MG;Norte de Minas;3160454;Santo Antônio do Retiro;-42,624377;-15,342634;Brasil;6.743;Não;NÃO
MG;Metropolitana de Belo Horizonte;3160504;Santo Antônio do Rio Abaixo;-43,253057;-19,22568;Brasil;1.853;Não;NÃO
MG;Central Mineira;3160603;Santo Hipólito;-44,221698;-18,28781;Brasil;2.720;Não;NÃO
MG;Zona da Mata;3160702;Santos Dumont;-43,553752;-21,457532;Brasil;43.392;Não;NÃO
MG;Sul/Sudoeste de Minas;3160801;São Bento Abade;-45,075361;-21,579048;Brasil;4.835;Não;NÃO
MG;Metropolitana de Belo Horizonte;3160900;São Brás do Suaçuí;-43,952675;-20,626504;Brasil;4.133;Não;NÃO
MG;Vale do Rio Doce;3160959;São Domingos das Dores;-42,009508;-19,529446;Brasil;5.778;Não;NÃO
MG;Metropolitana de Belo Horizonte;3161007;São Domingos do Prata;-42,960363;-19,871028;Brasil;17.771;Não;NÃO
MG;Vale do Rio Doce;3161056;São Félix de Minas;-41,490353;-18,586106;Brasil;3.252;Não;NÃO
MG;Norte de Minas;3161106;São Francisco;-44,861313;-15,952564;Brasil;54.239;Não;NÃO
MG;Oeste de Minas;3161205;São Francisco de Paula;-44,982631;-20,713532;Brasil;6.293;Não;NÃO
MG;Triângulo Mineiro/Alto Paranaíba;3161304;São Francisco de Sales;-49,765566;-19,865114;Brasil;5.857;Não;NÃO
MG;Zona da Mata;3161403;São Francisco do Glória;-42,268221;-20,792301;Brasil;4.866;Não;NÃO
MG;Zona da Mata;3161502;São Geraldo;-42,837664;-20,920848;Brasil;10.517;Não;NÃO
MG;Vale do Rio Doce;3161601;São Geraldo da Piedade;-42,289135;-18,844031;Brasil;3.258;Não;NÃO
MG;Vale do Rio Doce;3161650;São Geraldo do Baixio;-41,363628;-18,918809;Brasil;3.175;Não;NÃO
MG;Noroeste de Minas;3161700;São Gonçalo do Abaeté;-45,834246;-18,341113;Brasil;7.521;Não;NÃO
MG;Oeste de Minas;3161809;São Gonçalo do Pará;-44,857189;-19,985685;Brasil;12.192;Não;NÃO
MG;Metropolitana de Belo Horizonte;3161908;São Gonçalo do Rio Abaixo;-43,34804;-19,831801;Brasil;12.353;Não;NÃO
MG;Jequitinhonha;3125507;São Gonçalo do Rio Preto;-43,384544;-18,006394;Brasil;3.098;Não;NÃO
MG;Sul/Sudoeste de Minas;3162005;São Gonçalo do Sapucaí;-45,594638;-21,891905;Brasil;24.480;Não;NÃO
MG;Triângulo Mineiro/Alto Paranaíba;3162104;São Gotardo;-46,053144;-19,3127;Brasil;43.309;Não;NÃO
MG;Sul/Sudoeste de Minas;3162203;São João Batista do Glória;-46,503461;-20,639037;Brasil;7.912;Não;NÃO
MG;Norte de Minas;3162252;São João da Lagoa;-44,349089;-16,852055;Brasil;4.950;Não;NÃO
MG;Sul/Sudoeste de Minas;3162302;São João da Mata;-45,92653;-21,934853;Brasil;3.000;Não;NÃO
MG;Norte de Minas;3162401;São João da Ponte;-44,008955;-15,924513;Brasil;24.269;Não;NÃO
MG;Norte de Minas;3162450;São João das Missões;-44,081262;-14,882533;Brasil;13.467;Não;NÃO
MG;Campo das Vertentes;3162500;São João del Rei;-44,260973;-21,135509;Brasil;94.062;Não;NÃO
MG;Zona da Mata;3162559;São João do Manhuaçu;-42,152158;-20,3955;Brasil;11.614;Não;NÃO
MG;Vale do Rio Doce;3162575;São João do Manteninha;-41,158748;-18,727837;Brasil;5.468;Não;NÃO
MG;Vale do Rio Doce;3162609;São João do Oriente;-42,15646;-19,337666;Brasil;7.139;Não;NÃO
MG;Norte de Minas;3162658;São João do Pacuí;-44,529571;-16,538375;Brasil;4.052;Não;NÃO
MG;Norte de Minas;3162708;São João do Paraíso;-42,011422;-15,318438;Brasil;24.604;Não;NÃO
MG;Vale do Rio Doce;3162807;São João Evangelista;-42,776048;-18,545187;Brasil;15.617;Não;NÃO
MG;Zona da Mata;3162906;São João Nepomuceno;-43,011286;-21,535697;Brasil;26.478;Não;NÃO
MG;Metropolitana de Belo Horizonte;3162922;São Joaquim de Bicas;-44,266273;-20,063468;Brasil;36.496;Não;NÃO
MG;Sul/Sudoeste de Minas;3162948;São José da Barra;-46,31933;-20,722091;Brasil;8.084;Não;NÃO
MG;Metropolitana de Belo Horizonte;3162955;São José da Lapa;-43,959956;-19,698627;Brasil;27.710;Não;NÃO
MG;Vale do Rio Doce;3163003;São José da Safira;-42,146411;-18,325117;Brasil;3.861;Não;NÃO
MG;Metropolitana de Belo Horizonte;3163102;São José da Varginha;-44,56106;-19,704806;Brasil;4.677;Não;NÃO
MG;Sul/Sudoeste de Minas;3163201;São José do Alegre;-45,530188;-22,329055;Brasil;4.242;Não;NÃO
MG;Vale do Rio Doce;3163300;São José do Divino;-41,391209;-18,483263;Brasil;3.501;Não;NÃO
MG;Metropolitana de Belo Horizonte;3163409;São José do Goiabal;-42,70986;-19,927983;Brasil;5.492;Não;NÃO
MG;Vale do Rio Doce;3163508;São José do Jacuri;-42,666627;-18,275811;Brasil;6.298;Não;NÃO
MG;Zona da Mata;3163607;São José do Mantimento;-41,749073;-20,005999;Brasil;2.834;Não;NÃO
MG;Sul/Sudoeste de Minas;3163706;São Lourenço;-45,053373;-22,117769;Brasil;46.653;Não;NÃO
MG;Zona da Mata;3163805;São Miguel do Anta;-42,720899;-20,705918;Brasil;6.430;Não;NÃO
MG;Sul/Sudoeste de Minas;3163904;São Pedro da União;-46,621327;-21,133458;Brasil;4.979;Não;NÃO
MG;Vale do Rio Doce;3164100;São Pedro do Suaçuí;-42,600232;-18,365506;Brasil;5.166;Não;NÃO
MG;Zona da Mata;3164001;São Pedro dos Ferros;-42,523901;-20,17191;Brasil;7.194;Não;NÃO
MG;Norte de Minas;3164209;São Romão;-45,069135;-16,368639;Brasil;10.553;Não;NÃO
MG;Oeste de Minas;3164308;São Roque de Minas;-46,368995;-20,250671;Brasil;7.341;Não;NÃO
MG;Sul/Sudoeste de Minas;3164407;São Sebastião da Bela Vista;-45,754789;-22,155006;Brasil;6.694;Não;NÃO
MG;Zona da Mata;3164431;São Sebastião da Vargem Alegre;-42,638666;-21,07383;Brasil;3.219;Não;NÃO
MG;Vale do Rio Doce;3164472;São Sebastião do Anta;-41,979599;-19,500107;Brasil;6.386;Não;NÃO
MG;Vale do Rio Doce;3164506;São Sebastião do Maranhão;-42,565746;-18,091372;Brasil;10.244;Não;NÃO
MG;Oeste de Minas;3164605;São Sebastião do Oeste;-45,003134;-20,274095;Brasil;9.355;Não;NÃO
MG;Sul/Sudoeste de Minas;3164704;São Sebastião do Paraíso;-46,986472;-20,918065;Brasil;74.742;Não;NÃO
MG;Metropolitana de Belo Horizonte;3164803;São Sebastião do Rio Preto;-43,174734;-19,285767;Brasil;1.248;Não;NÃO
MG;Sul/Sudoeste de Minas;3164902;São Sebastião do Rio Verde;-44,977736;-22,215056;Brasil;2.373;Não;NÃO
MG;Campo das Vertentes;3165008;São Tiago;-44,503992;-20,900946;Brasil;11.517;Não;NÃO
MG;Sul/Sudoeste de Minas;3165107;São Tomás de Aquino;-47,096783;-20,784994;Brasil;6.853;Não;NÃO
MG;Sul/Sudoeste de Minas;3165206;São Tomé das Letras;-44,987008;-21,720723;Brasil;7.089;Não;NÃO
MG;Sul/Sudoeste de Minas;3165305;São Vicente de Minas;-44,454684;-21,697472;Brasil;6.935;Não;NÃO
MG;Sul/Sudoeste de Minas;3165404;Sapucaí-Mirim;-45,740926;-22,751596;Brasil;6.462;Não;NÃO
MG;Vale do Rio Doce;3165503;Sardoá;-42,366129;-18,783265;Brasil;5.164;Não;NÃO
MG;Metropolitana de Belo Horizonte;3165537;Sarzedo;-44,145867;-20,034535;Brasil;39.327;Não;NÃO
MG;Zona da Mata;3165560;Sem-Peixe;-42,841902;-20,102536;Brasil;2.441;Não;NÃO
MG;Sul/Sudoeste de Minas;3165578;Senador Amaral;-46,180234;-22,588722;Brasil;6.458;Não;NÃO
MG;Zona da Mata;3165602;Senador Cortes;-42,944332;-21,802517;Brasil;2.319;Não;NÃO
MG;Zona da Mata;3165701;Senador Firmino;-43,10413;-20,91806;Brasil;7.945;Não;NÃO
MG;Sul/Sudoeste de Minas;3165800;Senador José Bento;-46,179473;-22,166607;Brasil;2.137;Não;NÃO
MG;Jequitinhonha;3165909;Senador Modestino Gonçalves;-43,222975;-17,946025;Brasil;4.035;Não;NÃO
MG;Zona da Mata;3166006;Senhora de Oliveira;-43,337732;-20,7939;Brasil;5.584;Não;NÃO
MG;Vale do Rio Doce;3166105;Senhora do Porto;-43,081756;-18,898008;Brasil;3.088;Não;NÃO
MG;Campo das Vertentes;3166204;Senhora dos Remédios;-43,586382;-21,033083;Brasil;10.640;Não;NÃO
MG;Zona da Mata;3166303;Sericita;-42,482007;-20,471555;Brasil;7.536;Não;NÃO
MG;Sul/Sudoeste de Minas;3166402;Seritinga;-44,521445;-21,911349;Brasil;1.864;Não;NÃO
MG;Metropolitana de Belo Horizonte;3166501;Serra Azul de Minas;-43,174459;-18,36228;Brasil;3.829;Não;NÃO
MG;Central Mineira;3166600;Serra da Saudade;-45,79659;-19,440562;Brasil;854;Não;NÃO
MG;Triângulo Mineiro/Alto Paranaíba;3166808;Serra do Salitre;-46,692109;-19,111796;Brasil;12.210;Não;NÃO
MG;Vale do Mucuri;3166709;Serra dos Aimorés;-40,243169;-17,785747;Brasil;6.936;Não;NÃO
MG;Sul/Sudoeste de Minas;3166907;Serrania;-46,043145;-21,546681;Brasil;7.802;Não;NÃO
MG;Norte de Minas;3166956;Serranópolis de Minas;-42,874386;-15,808784;Brasil;4.496;Não;NÃO
MG;Sul/Sudoeste de Minas;3167004;Serranos;-44,506754;-21,888782;Brasil;2.035;Não;NÃO
MG;Metropolitana de Belo Horizonte;3167103;Serro;-43,388631;-18,604442;Brasil;22.550;Não;NÃO
MG;Metropolitana de Belo Horizonte;3167202;Sete Lagoas;-44,239595;-19,458287;Brasil;237.931;Não;SIM
MG;Vale do Mucuri;3165552;Setubinha;-42,166438;-17,597019;Brasil;10.032;Não;NÃO
MG;Zona da Mata;3167301;Silveirânia;-43,217878;-21,164638;Brasil;2.391;Não;NÃO
MG;Sul/Sudoeste de Minas;3167400;Silvianópolis;-45,832447;-22,027997;Brasil;6.336;Não;NÃO
MG;Zona da Mata;3167509;Simão Pereira;-43,314956;-21,964857;Brasil;3.060;Não;NÃO
MG;Zona da Mata;3167608;Simonésia;-42,003857;-20,12203;Brasil;20.339;Não;NÃO
MG;Vale do Rio Doce;3167707;Sobrália;-42,098654;-19,235549;Brasil;5.175;Não;NÃO
MG;Sul/Sudoeste de Minas;3167806;Soledade de Minas;-45,041023;-22,059206;Brasil;5.733;Não;NÃO
MG;Zona da Mata;3167905;Tabuleiro;-43,245605;-21,357578;Brasil;4.098;Não;NÃO
MG;Norte de Minas;3168002;Taiobeiras;-42,227916;-15,811521;Brasil;34.392;Não;NÃO
MG;Vale do Rio Doce;3168051;Taparuba;-41,615858;-19,76147;Brasil;3.492;Não;NÃO
MG;Triângulo Mineiro/Alto Paranaíba;3168101;Tapira;-46,821915;-19,925579;Brasil;4.212;Não;NÃO
MG;Oeste de Minas;3168200;Tapiraí;-46,01857;-19,885806;Brasil;1.707;Não;NÃO
MG;Metropolitana de Belo Horizonte;3168309;Taquaraçu de Minas;-43,687143;-19,673848;Brasil;4.368;Não;NÃO
MG;Vale do Rio Doce;3168408;Tarumirim;-42,007735;-19,281495;Brasil;15.072;Não;NÃO
MG;Zona da Mata;3168507;Teixeiras;-42,862644;-20,649067;Brasil;12.634;Não;NÃO
MG;Vale do Mucuri;3168606;Teófilo Otoni;-41,509635;-17,86254;Brasil;142.571;Não;SIM
MG;Vale do Rio Doce;3168705;Timóteo;-42,643942;-19,58405;Brasil;84.087;Não;NÃO
MG;Campo das Vertentes;3168804;Tiradentes;-44,172692;-21,107043;Brasil;8.008;Não;NÃO
MG;Triângulo Mineiro/Alto Paranaíba;3168903;Tiros;-45,963551;-19,003917;Brasil;8.172;Não;NÃO
MG;Zona da Mata;3169000;Tocantins;-43,0187;-21,17555;Brasil;16.574;Não;NÃO
MG;Sul/Sudoeste de Minas;3169059;Tocos do Moji;-46,096447;-22,371646;Brasil;3.899;Não;NÃO
MG;Sul/Sudoeste de Minas;3169109;Toledo;-46,378973;-22,743395;Brasil;7.541;Não;NÃO
MG;Zona da Mata;3169208;Tombos;-42,014682;-20,902589;Brasil;8.699;Não;NÃO
MG;Sul/Sudoeste de Minas;3169307;Três Corações;-45,254937;-21,695966;Brasil;78.079;Não;NÃO
MG;Central Mineira;3169356;Três Marias;-45,225735;-18,205921;Brasil;29.927;Não;NÃO
MG;Sul/Sudoeste de Minas;3169406;Três Pontas;-45,515475;-21,36877;Brasil;57.086;Não;NÃO
MG;Vale do Rio Doce;3169505;Tumiritinga;-41,63798;-18,976608;Brasil;5.973;Não;NÃO
MG;Triângulo Mineiro/Alto Paranaíba;3169604;Tupaciguara;-48,693736;-18,599353;Brasil;26.482;Não;NÃO
MG;Jequitinhonha;3169703;Turmalina;-42,730415;-17,286412;Brasil;20.650;Não;NÃO
MG;Sul/Sudoeste de Minas;3169802;Turvolândia;-45,796736;-21,879389;Brasil;5.078;Não;NÃO
MG;Zona da Mata;3169901;Ubá;-42,936786;-21,118597;Brasil;107.222;Não;NÃO
MG;Norte de Minas;3170008;Ubaí;-44,787086;-16,297405;Brasil;11.977;Não;NÃO
MG;Vale do Rio Doce;3170057;Ubaporanga;-42,109216;-19,641362;Brasil;13.423;Não;NÃO
MG;Triângulo Mineiro/Alto Paranaíba;3170107;Uberaba;-47,983625;-19,713535;Brasil;354.142;Não;SIM
MG;Triângulo Mineiro/Alto Paranaíba;3170206;Uberlândia;-48,27795;-18,918999;Brasil;754.954;Não;SIM
MG;Vale do Mucuri;3170305;Umburatiba;-40,572645;-17,253607;Brasil;2.742;Não;NÃO
MG;Noroeste de Minas;3170404;Unaí;-46,899957;-16,359008;Brasil;90.724;Não;NÃO
MG;Triângulo Mineiro/Alto Paranaíba;3170438;União de Minas;-50,330803;-19,529737;Brasil;3.848;Não;NÃO
MG;Noroeste de Minas;3170479;Uruana de Minas;-46,256229;-16,060025;Brasil;3.360;Não;NÃO
MG;Zona da Mata;3170503;Urucânia;-42,741228;-20,35087;Brasil;10.875;Não;NÃO
MG;Norte de Minas;3170529;Urucuia;-45,737028;-16,132091;Brasil;18.291;Não;NÃO
MG;Vale do Rio Doce;3170578;Vargem Alegre;-42,299815;-19,60072;Brasil;5.834;Não;NÃO
MG;Oeste de Minas;3170602;Vargem Bonita;-46,372457;-20,326777;Brasil;2.206;Não;NÃO
MG;Norte de Minas;3170651;Vargem Grande do Rio Pardo;-42,309291;-15,402401;Brasil;4.727;Não;NÃO
MG;Sul/Sudoeste de Minas;3170701;Varginha;-45,431886;-21,55708;Brasil;142.802;Não;SIM
MG;Noroeste de Minas;3170750;Varjão de Minas;-46,033502;-18,383704;Brasil;7.243;Não;NÃO
MG;Norte de Minas;3170800;Várzea da Palma;-44,730347;-17,59757;Brasil;34.639;Não;NÃO
MG;Norte de Minas;3170909;Varzelândia;-44,027948;-15,708871;Brasil;19.214;Não;NÃO
MG;Noroeste de Minas;3171006;Vazante;-46,901967;-17,991038;Brasil;20.433;Não;NÃO
MG;Norte de Minas;3171030;Verdelândia;-43,606022;-15,594542;Brasil;7.770;Não;NÃO
MG;Jequitinhonha;3171071;Veredinha;-42,73593;-17,393969;Brasil;5.257;Não;NÃO
MG;Triângulo Mineiro/Alto Paranaíba;3171105;Veríssimo;-48,303711;-19,669358;Brasil;3.480;Não;NÃO
MG;Zona da Mata;3171154;Vermelho Novo;-42,268346;-20,034766;Brasil;5.034;Não;NÃO
MG;Metropolitana de Belo Horizonte;3171204;Vespasiano;-43,919915;-19,69303;Brasil;136.826;Não;NÃO
MG;Zona da Mata;3171303;Viçosa;-42,879477;-20,752072;Brasil;79.221;Não;NÃO
MG;Zona da Mata;3171402;Vieiras;-42,245804;-20,865341;Brasil;3.780;Não;NÃO
MG;Jequitinhonha;3171600;Virgem da Lapa;-42,343281;-16,802149;Brasil;11.867;Não;NÃO
MG;Sul/Sudoeste de Minas;3171709;Virgínia;-45,095425;-22,336972;Brasil;9.142;Não;NÃO
MG;Vale do Rio Doce;3171808;Virginópolis;-42,714804;-18,82514;Brasil;10.519;Não;NÃO
MG;Vale do Rio Doce;3171907;Virgolândia;-42,31081;-18,476062;Brasil;4.530;Não;NÃO
MG;Zona da Mata;3172004;Visconde do Rio Branco;-42,839389;-21,01199;Brasil;40.608;Não;NÃO
MG;Zona da Mata;3172103;Volta Grande;-42,541285;-21,770711;Brasil;4.473;Não;NÃO
MG;Sul/Sudoeste de Minas;3172202;Wenceslau Braz;-45,356774;-22,529013;Brasil;2.387;Não;NÃO
ES;Central Espírito-santense;3200102;Afonso Cláudio;-41,12546;-20,07704;Brasil;32.446;Não;NÃO
ES;Noroeste Espírito-santense;3200169;Água Doce do Norte;-40,976456;-18,545546;Brasil;12.559;Não;NÃO
ES;Noroeste Espírito-santense;3200136;Águia Branca;-40,736638;-18,987361;Brasil;10.124;Não;NÃO
ES;Sul Espírito-santense;3200201;Alegre;-41,536488;-20,763265;Brasil;30.744;Não;NÃO
ES;Central Espírito-santense;3200300;Alfredo Chaves;-40,76005;-20,630348;Brasil;14.373;Não;NÃO
ES;Noroeste Espírito-santense;3200359;Alto Rio Novo;-41,018684;-19,0575;Brasil;7.747;Não;NÃO
ES;Central Espírito-santense;3200409;Anchieta;-40,647659;-20,805613;Brasil;32.584;Não;NÃO
ES;Sul Espírito-santense;3200508;Apiacá;-41,56338;-21,156448;Brasil;7.474;Não;NÃO
ES;Litoral Norte Espírito-santense;3200607;Aracruz;-40,276223;-19,823278;Brasil;102.410;Não;NÃO
ES;Sul Espírito-santense;3200706;Atílio Vivácqua;-41,191242;-20,915897;Brasil;11.013;Não;NÃO
ES;Noroeste Espírito-santense;3200805;Baixo Guandu;-41,012068;-19,514246;Brasil;32.694;Não;NÃO
ES;Noroeste Espírito-santense;3200904;Barra de São Francisco;-40,890399;-18,759089;Brasil;45.250;Não;NÃO
ES;Noroeste Espírito-santense;3201001;Boa Esperança;-40,302956;-18,538715;Brasil;14.079;Não;NÃO
ES;Sul Espírito-santense;3201100;Bom Jesus do Norte;-41,675811;-21,129342;Brasil;10.764;Não;NÃO
ES;Central Espírito-santense;3201159;Brejetuba;-41,289677;-20,157034;Brasil;13.642;Não;NÃO
ES;Sul Espírito-santense;3201209;Cachoeiro de Itapemirim;-41,111919;-20,850112;Brasil;198.323;Não;SIM
ES;Central Espírito-santense;3201308;Cariacica;-40,390559;-20,294678;Brasil;375.485;Não;NÃO
ES;Sul Espírito-santense;3201407;Castelo;-41,202213;-20,602065;Brasil;39.396;Não;NÃO
ES;Noroeste Espírito-santense;3201506;Colatina;-40,630318;-19,53627;Brasil;128.622;Não;NÃO
ES;Litoral Norte Espírito-santense;3201605;Conceição da Barra;-39,727474;-18,598462;Brasil;28.953;Não;NÃO
ES;Central Espírito-santense;3201704;Conceição do Castelo;-41,245348;-20,365581;Brasil;12.448;Não;NÃO
ES;Sul Espírito-santense;3201803;Divino de São Lourenço;-41,679976;-20,620471;Brasil;5.359;Não;NÃO
ES;Central Espírito-santense;3201902;Domingos Martins;-40,659396;-20,364239;Brasil;37.972;Não;NÃO
ES;Sul Espírito-santense;3202009;Dores do Rio Preto;-41,849577;-20,692894;Brasil;6.885;Não;NÃO
ES;Noroeste Espírito-santense;3202108;Ecoporanga;-40,830081;-18,375252;Brasil;22.670;Não;NÃO
ES;Litoral Norte Espírito-santense;3202207;Fundão;-40,403765;-19,933447;Brasil;18.824;Não;NÃO
ES;Noroeste Espírito-santense;3202256;Governador Lindenberg;-40,457766;-19,252807;Brasil;11.467;Não;NÃO
